customer_id,tenure_months,monthly_charges,total_charges,contract,internet_service,support_tickets,satisfaction_score,signup_date,currency,churn
CUST-00308,21,67.44,1409.52,Month-to-month,Fiber,0,1.0,2021-09-25,INR,0
CUST-00309,38,57.88,2157.57,One year,DSL,2,2.0,2024-01-23,INR,1
CUST-00310,44,78.54,3417.45,Two year,DSL,1,1.0,2023-06-28,INR,0
CUST-00311,48,101.13,4701.66,One year,DSL,0,10.0,2020-02-19,INR,1
CUST-00312,43,37.83,1570.29,Month-to-month,DSL,3,5.0,2022-08-21,INR,1
CUST-00313,3,77.41,230.6,One year,Fiber,1,4.0,2021-08-18,INR,0
CUST-00314,18,72.59,1263.97,Two year,DSL,0,7.0,2019-09-28,INR,1
CUST-00315,57,33.66,2059.94,Month-to-month,DSL,0,8.0,2022-05-23,INR,0
CUST-00316,45,100.52,4466.27,Two year,Fiber,0,,2020-05-31,INR,0
CUST-00317,21,107.89,2220.72,Month-to-month,DSL,0,,2021-08-30,INR,0
CUST-00318,26,44.04,1125.96,Month-to-month,DSL,2,6.0,2021-02-05,INR,0
CUST-00319,66,103.23,6592.89,One year,DSL,2,3.0,2022-06-13,INR,0
CUST-00320,53,66.24,3251.34,One year,Fiber,1,1.0,2021-10-08,INR,0
CUST-00321,27,61.41,1645.01,Month-to-month,Fiber,0,7.0,2024-05-22,INR,1
CUST-00322,21,98.08,2078.44,Month-to-month,DSL,2,,2024-04-15,INR,0
CUST-00323,10,70.0,668.27,One year,DSL,2,,2022-11-02,INR,1
CUST-00324,57,72.11,4110.08,Month-to-month,DSL,4,6.0,2020-11-29,INR,0
CUST-00325,45,98.39,4265.92,Month-to-month,Fiber,3,3.0,2021-05-31,INR,0
CUST-00326,30,93.34,2796.59,Month-to-month,DSL,2,4.0,2020-12-22,INR,0
CUST-00327,50,84.65,4277.18,One year,DSL,3,,2021-01-03,INR,0
CUST-00328,40,34.19,1387.21,Month-to-month,DSL,2,5.0,2021-12-10,INR,0
CUST-00329,38,30.41,1170.4,One year,Fiber,1,10.0,2020-08-02,INR,0
CUST-00330,48,89.78,4217.41,One year,DSL,0,8.0,2020-04-01,INR,1
CUST-00331,55,44.61,2517.76,One year,Fiber,0,10.0,2023-03-12,INR,0
CUST-00332,37,68.27,2491.43,Two year,No internet,3,2.0,2023-07-20,INR,0
CUST-00333,30,41.37,1253.83,Month-to-month,Fiber,0,8.0,2023-08-08,INR,1
CUST-00334,19,60.96,1182.44,One year,Fiber,2,7.0,2019-01-01,INR,0
CUST-00335,22,36.87,803.54,Month-to-month,Fiber,1,10.0,2019-12-29,INR,0
CUST-00336,70,100.86,6786.37,Month-to-month,DSL,4,10.0,2023-02-11,INR,1
CUST-00337,14,42.58,606.94,Month-to-month,DSL,2,7.0,2020-08-22,INR,1
CUST-00338,7,62.32,421.51,Month-to-month,DSL,4,9.0,2024-01-02,INR,0
CUST-00339,44,60.86,2605.57,Month-to-month,Fiber,2,5.0,2021-07-17,INR,0
CUST-00340,24,91.53,2123.49,Month-to-month,DSL,3,4.0,2020-10-24,INR,0
CUST-00341,7,33.76,242.23,One year,Fiber,3,,2021-11-04,INR,1
CUST-00342,39,64.27,2493.59,Two year,Fiber,1,7.0,2023-03-09,INR,0
CUST-00343,54,60.4,3040.7,Month-to-month,Fiber,0,7.0,2023-08-05,INR,0
CUST-00344,3,76.66,234.99,Month-to-month,DSL,3,2.0,2022-12-23,INR,1
CUST-00345,35,75.38,2801.5,Month-to-month,No internet,5,,2022-05-15,INR,0
CUST-00346,11,54.8,635.19,Month-to-month,DSL,0,8.0,2023-04-07,INR,0
CUST-00347,41,70.27,2831.19,Month-to-month,DSL,2,4.0,2019-11-24,INR,0
CUST-00348,57,56.76,3241.92,One year,No internet,0,8.0,2022-08-24,INR,0
CUST-00349,58,75.3,4432.83,Month-to-month,Fiber,2,1.0,2019-10-09,INR,0
CUST-00350,56,62.74,3606.6,Two year,DSL,1,,2021-12-29,INR,0
CUST-00351,21,50.58,1062.98,One year,DSL,1,3.0,2022-07-16,INR,0
CUST-00352,46,64.39,2863.81,One year,Fiber,0,4.0,2020-07-21,INR,0
CUST-00353,47,73.0,3507.66,Month-to-month,DSL,1,10.0,2022-06-01,INR,0
CUST-00354,65,114.85,7600.77,Month-to-month,Fiber,0,7.0,2021-04-29,INR,0
CUST-00355,50,54.19,2600.51,Two year,Fiber,0,5.0,2023-01-23,INR,0
CUST-00356,54,71.75,3830.61,One year,Fiber,2,,2019-08-20,INR,1
CUST-00357,7,97.19,685.6,Two year,Fiber,1,2.0,2023-03-24,INR,0
CUST-00358,22,19.28,423.99,Month-to-month,Fiber,3,7.0,2022-06-25,INR,1
CUST-00359,27,26.65,730.63,Month-to-month,Fiber,2,9.0,2020-11-23,INR,0
CUST-00360,46,38.85,1829.16,One year,Fiber,0,8.0,2021-10-26,INR,0
CUST-00361,62,62.49,3936.05,Month-to-month,Fiber,2,9.0,2021-06-09,INR,0
CUST-00362,25,118.68,2955.77,Month-to-month,DSL,2,9.0,2019-05-13,INR,1
CUST-00363,36,73.61,2541.81,Month-to-month,Fiber,1,1.0,2021-09-08,INR,1
CUST-00364,54,91.58,5034.96,One year,DSL,1,,2019-08-11,INR,0
CUST-00365,14,60.12,876.77,Month-to-month,Fiber,1,8.0,2019-01-25,INR,1
CUST-00366,28,18.0,533.69,One year,DSL,1,1.0,2020-10-17,INR,0
CUST-00367,14,18.0,251.66,Month-to-month,Fiber,2,6.0,2021-09-27,INR,0
CUST-00368,11,87.41,960.13,Month-to-month,No internet,0,9.0,2020-01-28,INR,1
CUST-00369,50,69.07,3602.1,Month-to-month,DSL,2,5.0,2019-06-27,INR,0
CUST-00370,63,36.43,2393.31,One year,DSL,1,2.0,2020-01-29,INR,0
CUST-00371,11,89.58,995.08,Month-to-month,Fiber,4,10.0,2023-03-04,INR,1
CUST-00372,50,31.14,1589.7,One year,DSL,0,6.0,2023-03-29,INR,0
CUST-00373,50,89.95,4393.02,Month-to-month,Fiber,2,7.0,2020-10-31,INR,0
CUST-00374,53,96.93,5225.29,Two year,DSL,1,8.0,2020-10-18,INR,1
CUST-00375,50,48.17,2347.84,Month-to-month,DSL,3,2.0,2019-05-23,INR,0
CUST-00376,40,40.62,1617.07,Month-to-month,DSL,0,9.0,2019-05-10,INR,1
CUST-00377,9,83.58,749.13,Month-to-month,Fiber,0,2.0,2020-02-10,INR,1
CUST-00378,56,40.9,2257.25,Month-to-month,Fiber,0,6.0,2024-01-14,INR,0
CUST-00379,14,83.96,1100.48,Month-to-month,No internet,3,10.0,2019-01-28,INR,0
CUST-00380,32,38.7,1207.18,One year,Fiber,2,,2024-03-22,INR,0
CUST-00381,68,82.77,5682.26,One year,Fiber,0,9.0,2019-04-17,INR,0
CUST-00382,41,67.07,2743.69,One year,DSL,0,10.0,2023-07-12,INR,0
CUST-00383,21,55.48,1150.83,Month-to-month,No internet,0,1.0,2020-07-08,INR,1
CUST-00384,5,45.29,229.27,One year,Fiber,1,8.0,2021-06-23,INR,1
CUST-00385,19,70.23,1361.37,One year,Fiber,2,6.0,2022-02-21,INR,0
CUST-00386,40,23.36,957.76,Month-to-month,DSL,3,3.0,2024-04-12,INR,0
CUST-00387,61,58.93,3506.1,Month-to-month,DSL,1,7.0,2022-07-04,INR,0
CUST-00388,58,56.28,3264.85,Month-to-month,Fiber,1,10.0,2023-12-21,INR,0
CUST-00389,16,79.92,1265.3,One year,Fiber,1,3.0,2022-06-04,INR,0
CUST-00390,51,37.42,1857.22,Month-to-month,DSL,2,7.0,2022-07-19,INR,0
CUST-00391,47,102.7,4607.84,One year,Fiber,1,6.0,2022-08-12,INR,0
CUST-00392,58,58.15,3361.1,Month-to-month,Fiber,4,4.0,2022-10-26,INR,1
CUST-00393,36,39.96,1400.18,Month-to-month,Fiber,4,6.0,2019-09-30,INR,0
CUST-00394,36,95.49,3658.02,One year,DSL,3,,2022-12-14,INR,1
CUST-00395,30,101.58,3036.87,Two year,Fiber,0,10.0,2019-06-19,INR,0
CUST-00396,63,60.87,3807.07,One year,Fiber,2,5.0,2021-12-30,INR,1
CUST-00397,38,45.4,1703.76,One year,DSL,1,4.0,2023-09-30,INR,1
CUST-00398,8,65.35,551.96,Month-to-month,DSL,1,6.0,2023-10-28,INR,0
CUST-00399,36,49.81,1741.6,Two year,Fiber,2,,2023-07-20,INR,0
CUST-00400,63,58.14,3643.3,One year,DSL,0,9.0,2023-09-24,INR,0
CUST-00401,60,99.29,5816.86,Two year,DSL,4,9.0,2021-03-02,INR,0
CUST-00402,27,73.62,1979.31,Two year,Fiber,0,5.0,2023-02-13,INR,1
CUST-00403,63,68.2,4289.83,Month-to-month,DSL,1,3.0,2021-05-08,INR,0
CUST-00404,7,72.61,524.77,Two year,DSL,1,8.0,2022-11-15,INR,0
CUST-00405,54,63.72,3292.96,Month-to-month,DSL,0,1.0,2023-06-16,INR,1
CUST-00406,44,83.51,3670.29,One year,No internet,0,4.0,2021-07-19,INR,0
CUST-00407,1,84.34,88.39,Month-to-month,Fiber,0,8.0,2019-03-28,INR,0
CUST-00408,33,56.87,1847.06,Month-to-month,Fiber,3,5.0,2020-11-05,INR,0
CUST-00409,28,67.31,1873.7,One year,Fiber,1,9.0,2019-05-27,INR,1
CUST-00410,31,118.1,3561.84,Month-to-month,DSL,2,4.0,2024-04-16,INR,0
CUST-00411,19,74.28,1299.75,One year,Fiber,1,1.0,2022-03-24,INR,1
CUST-00412,61,60.91,3701.97,Month-to-month,Fiber,0,4.0,2022-03-04,INR,0
CUST-00413,59,110.09,6721.12,Month-to-month,Fiber,2,4.0,2021-04-22,INR,1
CUST-00414,10,65.21,642.62,Month-to-month,DSL,1,7.0,2024-02-23,INR,1
CUST-00415,55,40.86,2121.67,One year,DSL,4,3.0,2019-10-28,INR,0
CUST-00416,44,79.84,3539.26,One year,Fiber,1,3.0,2020-03-20,INR,1
CUST-00417,14,45.2,633.98,Two year,Fiber,1,3.0,2021-04-26,INR,0
CUST-00418,30,54.06,1669.65,Month-to-month,Fiber,1,5.0,2019-11-28,INR,1
CUST-00419,20,72.18,1482.3,Two year,Fiber,1,1.0,2020-07-13,INR,1
CUST-00420,38,62.21,2343.62,Month-to-month,DSL,2,8.0,2023-01-14,INR,0
CUST-00421,10,48.2,487.54,Two year,Fiber,1,10.0,2019-01-02,INR,1
CUST-00422,36,52.88,1799.95,One year,DSL,2,1.0,2022-08-27,INR,0
CUST-00423,9,51.95,482.94,Month-to-month,Fiber,0,3.0,2024-06-20,INR,0
CUST-00424,10,90.66,911.2,Two year,Fiber,2,5.0,2021-04-11,INR,1
CUST-00425,61,49.14,3093.61,Month-to-month,Fiber,1,6.0,2023-07-01,INR,0
CUST-00426,37,52.41,2000.01,One year,DSL,2,8.0,2021-11-01,INR,0
CUST-00427,21,109.84,2285.58,Month-to-month,DSL,1,5.0,2023-01-14,INR,1
CUST-00428,62,52.82,3258.49,One year,DSL,1,,2024-02-02,INR,0
CUST-00429,24,97.77,2283.7,Two year,Fiber,3,1.0,2023-03-06,INR,0
CUST-00430,13,93.95,1145.01,Month-to-month,Fiber,1,9.0,2022-09-23,INR,0
CUST-00431,64,61.64,3927.33,Month-to-month,DSL,1,6.0,2019-09-08,INR,0
CUST-00432,1,33.77,33.91,Two year,Fiber,2,3.0,2022-01-05,INR,0
CUST-00433,67,74.97,4856.81,Month-to-month,DSL,1,7.0,2022-12-08,INR,0
CUST-00434,5,79.8,407.32,Month-to-month,DSL,3,7.0,2020-07-14,INR,0
CUST-00435,58,86.29,5017.05,Month-to-month,Fiber,3,4.0,2020-05-17,INR,0
CUST-00436,33,66.58,2225.92,Month-to-month,No internet,2,4.0,2019-12-05,INR,0
CUST-00437,9,91.5,804.07,Month-to-month,DSL,1,2.0,2021-08-26,INR,0
CUST-00438,70,95.59,6333.68,Month-to-month,No internet,1,1.0,2021-01-28,INR,0
CUST-00439,31,41.8,1325.38,One year,No internet,1,,2023-06-11,INR,1
CUST-00440,4,96.45,392.68,Month-to-month,Fiber,1,8.0,2020-09-01,INR,1
CUST-00441,52,68.84,3566.06,Month-to-month,DSL,2,1.0,2020-01-18,INR,0
CUST-00442,71,52.55,3682.01,Month-to-month,Fiber,0,,2022-11-14,INR,1
CUST-00443,12,57.99,689.74,Month-to-month,DSL,3,7.0,2022-06-12,INR,0
CUST-00444,39,106.31,4126.94,Month-to-month,No internet,0,8.0,2024-06-08,INR,1
CUST-00445,66,86.65,5628.69,One year,DSL,0,6.0,2021-06-05,INR,1
CUST-00446,9,25.64,216.72,One year,DSL,1,,2023-09-18,INR,0
CUST-00447,57,66.84,3897.58,One year,DSL,0,2.0,2019-02-01,INR,0
CUST-00448,30,61.92,1773.35,Month-to-month,Fiber,0,9.0,2020-07-17,INR,0
CUST-00449,4,61.14,241.99,Month-to-month,Fiber,4,8.0,2020-09-20,INR,0
CUST-00450,15,53.71,797.83,One year,Fiber,3,3.0,2020-08-24,INR,1
CUST-00451,61,32.96,2025.3,One year,DSL,1,,2022-11-04,INR,0
CUST-00452,51,83.96,4072.56,One year,DSL,1,9.0,2022-04-11,INR,1
CUST-00453,63,44.33,2892.56,Month-to-month,Fiber,4,,2022-08-20,INR,0
CUST-00454,39,56.86,2260.11,Two year,DSL,1,3.0,2023-08-26,INR,0
CUST-00455,10,51.75,529.22,Month-to-month,DSL,2,8.0,2022-10-12,INR,0
CUST-00456,21,48.99,1067.45,One year,Fiber,1,7.0,2020-09-01,INR,1
CUST-00457,22,81.35,1746.09,One year,DSL,2,2.0,2020-09-09,INR,0
CUST-00458,19,73.44,1263.56,One year,Fiber,4,1.0,2020-07-15,INR,1
CUST-00459,6,50.17,303.91,Month-to-month,DSL,3,6.0,2020-10-23,INR,0
CUST-00460,62,44.21,2847.99,Two year,Fiber,3,8.0,2021-08-15,INR,0
CUST-00461,7,54.67,395.91,Month-to-month,Fiber,1,,2022-03-21,INR,0
CUST-00462,55,86.27,4667.2,Month-to-month,Fiber,0,,2023-03-23,INR,0
CUST-00463,51,67.77,3445.83,Month-to-month,DSL,1,4.0,2023-02-23,INR,0
CUST-00464,31,70.13,2192.12,One year,DSL,2,8.0,2021-06-29,INR,1
CUST-00465,45,57.78,2458.49,Month-to-month,Fiber,0,7.0,2020-12-10,INR,0
CUST-00466,29,59.33,1685.76,Month-to-month,Fiber,0,7.0,2019-01-27,INR,0
CUST-00467,38,69.76,2599.72,Two year,Fiber,1,7.0,2023-06-27,INR,0
CUST-00468,53,24.44,1356.61,Month-to-month,No internet,2,1.0,2022-10-05,INR,0
CUST-00469,33,100.47,3250.14,Month-to-month,No internet,1,8.0,2020-02-21,INR,1
CUST-00470,69,999.99,3443.73,Month-to-month,No internet,0,6.0,2023-11-12,INR,0
CUST-00471,60,52.5,3150.86,One year,DSL,1,5.0,2022-08-06,INR,0
CUST-00472,6,94.45,538.13,One year,Fiber,2,,2022-10-15,INR,0
CUST-00473,65,69.89,4844.65,One year,DSL,2,1.0,2022-10-08,INR,0
CUST-00474,12,65.93,768.03,Month-to-month,DSL,1,9.0,2019-03-08,INR,0
CUST-00475,15,52.17,797.03,Month-to-month,Fiber,3,3.0,2021-05-04,INR,0
CUST-00476,26,30.65,837.68,One year,Fiber,6,10.0,2020-06-26,INR,1
CUST-00477,58,69.07,3941.75,Two year,DSL,2,,2019-08-01,INR,0
CUST-00478,37,91.3,3253.39,One year,Fiber,1,,2021-11-13,INR,0
CUST-00479,54,45.21,2517.58,Month-to-month,Fiber,2,2.0,2021-05-08,INR,1
CUST-00480,6,94.98,571.0,Month-to-month,DSL,1,5.0,2021-09-19,INR,1
CUST-00481,54,40.2,2090.87,Month-to-month,DSL,0,8.0,2020-03-30,INR,0
CUST-00482,4,48.85,189.06,Month-to-month,DSL,2,4.0,2019-06-08,INR,0
CUST-00483,18,76.13,1354.32,Month-to-month,DSL,2,3.0,2019-02-15,INR,1
CUST-00484,16,65.0,1070.08,One year,DSL,1,7.0,2020-07-23,INR,0
CUST-00485,60,80.2,4770.56,Month-to-month,Fiber,0,1.0,2023-06-03,INR,0
CUST-00486,28,48.68,1389.8,Month-to-month,DSL,2,2.0,2021-03-21,INR,1
CUST-00487,55,42.3,2441.85,One year,Fiber,1,10.0,2021-01-03,INR,0
CUST-00488,53,23.92,1316.04,One year,Fiber,0,,2021-10-04,INR,0
CUST-00489,50,38.52,2009.06,Month-to-month,Fiber,2,5.0,2019-06-19,INR,0
CUST-00490,44,41.33,1885.73,Month-to-month,Fiber,2,3.0,2024-05-20,INR,0
CUST-00491,62,33.61,1983.26,Month-to-month,DSL,0,5.0,2021-06-02,INR,0
CUST-00492,3,71.79,223.27,Month-to-month,Fiber,0,3.0,2022-12-05,INR,0
CUST-00493,48,50.39,2442.56,One year,Fiber,2,1.0,2019-04-17,INR,1
CUST-00494,4,21.26,84.72,Month-to-month,DSL,4,,2021-11-21,INR,0
CUST-00495,45,119.64,5208.61,One year,No internet,1,,2024-04-09,INR,0
CUST-00496,33,46.63,1465.44,One year,DSL,2,,2019-01-19,INR,0
CUST-00497,70,37.38,2529.38,Month-to-month,No internet,1,5.0,2021-05-30,INR,0
CUST-00498,63,92.28,5809.91,Month-to-month,DSL,4,8.0,2019-03-06,INR,0
CUST-00499,5,90.64,437.22,Month-to-month,No internet,2,4.0,2023-04-20,INR,1
CUST-00500,65,39.67,2515.39,Month-to-month,DSL,0,7.0,2023-03-29,INR,0
CUST-00501,13,32.57,415.58,Month-to-month,DSL,1,,2021-01-07,INR,0
CUST-00502,26,43.0,1140.36,Month-to-month,DSL,1,9.0,2022-02-06,INR,1
CUST-00503,38,89.85,3384.07,Month-to-month,Fiber,1,4.0,2021-10-20,INR,1
CUST-00504,64,58.15,3705.31,One year,Fiber,1,5.0,2022-09-12,INR,0
CUST-00505,25,47.21,1227.21,Month-to-month,DSL,0,9.0,2020-11-15,INR,0
CUST-00506,66,64.38,4208.13,One year,Fiber,2,1.0,2019-09-14,INR,0
CUST-00507,22,91.49,2048.96,Month-to-month,No internet,0,3.0,2022-07-30,INR,1
CUST-00508,29,34.43,966.8,Month-to-month,Fiber,1,,2024-05-06,INR,1
CUST-00509,66,56.56,3769.82,Two year,Fiber,1,1.0,2021-06-25,INR,0
CUST-00510,53,34.56,1838.25,Month-to-month,Fiber,1,,2021-10-25,INR,0
CUST-00511,49,112.79,5555.78,Month-to-month,Fiber,0,7.0,2021-11-26,INR,0
CUST-00512,26,105.0,2691.8,Month-to-month,DSL,3,9.0,2022-02-22,INR,1
CUST-00513,1,85.93,83.27,One year,Fiber,3,7.0,2023-09-20,INR,0
CUST-00514,11,62.07,676.63,Month-to-month,DSL,2,2.0,2022-09-25,INR,1
CUST-00515,23,79.5,1802.83,One year,No internet,3,9.0,2020-03-20,INR,1
CUST-00516,41,18.76,793.0,Month-to-month,Fiber,2,6.0,2022-06-19,INR,0
CUST-00517,62,71.08,4526.98,One year,No internet,1,9.0,2020-06-09,INR,0
CUST-00518,7,35.6,240.21,Month-to-month,DSL,1,3.0,2023-04-23,INR,0
CUST-00519,5,35.85,182.62,Month-to-month,Fiber,1,3.0,2023-10-26,INR,1
CUST-00520,48,49.5,2341.8,Month-to-month,DSL,1,7.0,2020-02-24,INR,1
CUST-00521,18,57.3,1045.6,Month-to-month,Fiber,2,9.0,2021-03-03,INR,0
CUST-00522,58,77.63,4437.49,One year,Fiber,3,1.0,2019-05-05,INR,0
CUST-00523,42,80.41,3228.11,Month-to-month,Fiber,2,4.0,2022-04-26,INR,0
CUST-00524,65,70.78,4740.97,One year,Fiber,0,1.0,2021-04-25,INR,0
CUST-00525,33,44.22,1479.06,Two year,Fiber,1,1.0,2023-10-02,INR,0
CUST-00526,32,79.87,2461.86,Month-to-month,Fiber,2,5.0,2023-04-09,INR,0
CUST-00527,56,62.34,3292.95,One year,DSL,0,3.0,2023-07-24,INR,0
CUST-00528,9,90.97,805.61,Two year,DSL,2,9.0,2023-02-18,INR,1
CUST-00529,16,44.82,691.69,Month-to-month,DSL,1,2.0,2020-12-20,INR,0
CUST-00530,65,18.0,1157.23,Month-to-month,No internet,0,5.0,2021-02-17,INR,0
CUST-00531,11,54.51,610.77,Month-to-month,No internet,2,7.0,2021-01-02,INR,0
CUST-00532,62,112.33,7271.4,Month-to-month,Fiber,2,,2023-02-02,INR,0
CUST-00533,50,75.32,3725.69,One year,DSL,3,,2023-12-15,INR,0
CUST-00534,69,60.72,4362.8,One year,DSL,2,,2023-03-31,INR,0
CUST-00535,20,84.44,1747.79,Month-to-month,No internet,2,8.0,2020-09-06,INR,0
CUST-00536,43,76.07,3228.38,Month-to-month,Fiber,0,2.0,2023-05-10,INR,0
CUST-00537,3,75.15,214.18,Month-to-month,No internet,1,6.0,2022-08-31,INR,1
CUST-00538,48,53.7,2643.61,Month-to-month,DSL,3,4.0,2024-04-06,INR,0
CUST-00539,4,66.68,271.6,Month-to-month,DSL,1,9.0,2022-12-28,INR,1
CUST-00540,27,69.43,2007.05,Month-to-month,DSL,2,6.0,2021-07-13,INR,0
CUST-00541,24,50.86,1273.07,Two year,Fiber,2,10.0,2021-04-05,INR,0
CUST-00542,14,40.39,578.77,Month-to-month,DSL,5,3.0,2022-12-31,INR,0
CUST-00543,39,68.06,2788.97,Month-to-month,DSL,1,3.0,2022-06-25,INR,0
CUST-00544,21,86.31,1755.67,One year,No internet,1,7.0,2024-01-05,INR,1
CUST-00545,7,79.24,557.96,Month-to-month,DSL,1,,2022-04-22,INR,1
CUST-00546,52,75.87,3913.34,Month-to-month,Fiber,3,5.0,2020-08-04,INR,0
CUST-00547,14,76.09,1121.08,Month-to-month,Fiber,2,3.0,2019-03-29,INR,1
CUST-00548,24,121.85,2974.39,Month-to-month,Fiber,4,8.0,2024-05-23,INR,1
CUST-00549,23,70.72,1477.51,One year,DSL,0,,2022-11-09,INR,1
CUST-00550,50,87.92,4577.5,One year,DSL,1,1.0,2020-11-06,INR,1
CUST-00551,52,108.06,5467.35,Two year,DSL,2,9.0,2020-07-17,INR,1
CUST-00552,36,66.17,2438.21,Month-to-month,Fiber,3,9.0,2022-08-23,INR,1
CUST-00553,6,70.82,418.92,One year,Fiber,1,7.0,2024-05-06,INR,0
CUST-00554,32,87.97,2836.51,Month-to-month,DSL,1,10.0,2019-10-04,INR,0
CUST-00555,51,102.13,5309.55,Month-to-month,DSL,2,5.0,2021-06-08,INR,0
CUST-00556,69,71.89,4990.98,One year,DSL,1,3.0,2020-01-16,INR,1
CUST-00557,69,72.99,4893.98,Month-to-month,DSL,0,10.0,2022-10-24,INR,0
CUST-00558,12,67.0,838.06,Month-to-month,Fiber,3,3.0,2019-07-02,INR,1
CUST-00559,18,38.48,701.17,Month-to-month,DSL,1,2.0,2020-08-16,INR,1
CUST-00560,35,89.59,3135.38,One year,Fiber,2,9.0,2022-06-30,INR,1
CUST-00561,19,59.45,1153.97,Month-to-month,Fiber,1,7.0,2020-03-22,INR,0
CUST-00562,12,27.19,321.19,Month-to-month,DSL,2,5.0,2019-02-22,INR,1
CUST-00563,16,61.83,1045.72,Month-to-month,DSL,2,8.0,2024-02-08,INR,1
CUST-00564,67,27.01,1822.75,Month-to-month,No internet,1,4.0,2021-08-24,INR,0
CUST-00565,51,42.9,2212.98,Month-to-month,DSL,0,7.0,2022-07-29,INR,1
CUST-00566,35,65.46,2316.13,Month-to-month,Fiber,2,6.0,2023-01-27,INR,0
CUST-00567,40,44.83,1745.03,One year,Fiber,1,7.0,2021-04-19,INR,0
CUST-00568,24,88.66,2054.0,Two year,Fiber,4,6.0,2020-06-26,INR,0
CUST-00569,39,32.79,1287.83,Month-to-month,Fiber,5,2.0,2022-11-26,INR,0
CUST-00570,12,70.92,860.5,Month-to-month,DSL,0,9.0,2020-01-22,INR,0
CUST-00571,5,77.41,402.89,Month-to-month,Fiber,3,1.0,2022-12-22,INR,0
CUST-00572,43,97.28,4242.03,One year,Fiber,2,,2024-04-09,INR,1
CUST-00573,40,85.46,3308.64,Month-to-month,Fiber,0,8.0,2022-10-14,INR,0
CUST-00574,29,70.31,2072.35,Month-to-month,Fiber,2,8.0,2020-02-11,INR,1
CUST-00575,33,66.95,2265.47,Month-to-month,DSL,1,8.0,2022-03-20,INR,0
CUST-00576,10,63.9,658.6,Two year,Fiber,1,5.0,2022-03-17,INR,1
CUST-00577,61,90.24,5562.94,One year,Fiber,0,5.0,2019-11-30,INR,0
CUST-00578,3,50.75,146.76,One year,Fiber,2,6.0,2021-07-16,INR,0
CUST-00579,34,76.67,2699.11,Month-to-month,DSL,2,4.0,2024-02-22,INR,0
CUST-00580,28,63.15,1730.4,Two year,DSL,0,9.0,2023-12-18,INR,0
CUST-00581,56,70.51,4018.81,Month-to-month,DSL,4,1.0,2021-09-09,INR,1
CUST-00582,42,59.45,2380.51,Month-to-month,Fiber,1,9.0,2022-06-15,INR,0
CUST-00583,14,112.2,1607.74,Month-to-month,No internet,1,1.0,2019-01-24,INR,1
CUST-00584,37,50.77,1835.33,Two year,No internet,1,7.0,2021-08-22,INR,0
CUST-00585,43,70.8,3145.01,One year,Fiber,2,,2020-12-06,INR,1
CUST-00586,64,71.31,4807.98,One year,Fiber,1,6.0,2020-05-22,INR,1
CUST-00587,37,78.62,3012.65,Month-to-month,DSL,0,4.0,2024-03-16,INR,1
CUST-00588,65,75.16,4716.94,One year,Fiber,2,4.0,2023-08-03,INR,0
CUST-00589,25,74.59,1812.96,Month-to-month,Fiber,5,5.0,2019-01-05,INR,1
CUST-00590,67,86.86,5670.76,Month-to-month,Fiber,1,5.0,2020-09-19,INR,0
CUST-00591,68,32.15,2230.83,Month-to-month,Fiber,1,8.0,2020-05-09,INR,0
CUST-00592,57,65.48,3773.03,Two year,No internet,1,2.0,2023-06-11,INR,0
CUST-00593,61,38.12,2337.59,Month-to-month,Fiber,1,,2020-01-05,INR,0
CUST-00594,34,70.38,2416.37,Two year,Fiber,1,,2022-10-29,INR,0
CUST-00595,67,39.25,2676.83,Two year,DSL,1,9.0,2019-03-03,INR,0
CUST-00596,38,44.15,1711.33,Month-to-month,No internet,1,,2022-01-11,INR,1
CUST-00597,42,63.94,2822.94,Month-to-month,Fiber,1,2.0,2019-04-03,INR,0
CUST-00598,29,95.99,2780.37,Month-to-month,DSL,3,,2024-06-15,INR,1
CUST-00599,42,77.98,3296.7,Month-to-month,Fiber,2,7.0,2019-06-17,INR,0
CUST-00600,29,71.81,1967.48,One year,DSL,0,3.0,2022-07-13,INR,1
CUST-00001,10,54.4,567.11,Two year,Fiber,1,5.0,2023-01-12,INR,0
CUST-00002,10,71.13,691.41,Month-to-month,No internet,5,,2021-08-05,INR,0
CUST-00003,57,50.35,2690.95,One year,Fiber,2,5.0,2024-03-17,INR,0
